,period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,unit,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,latitude,longitude,nameplate-capacity-mw,net-summer-capacity-mw,net-winter-capacity-mw,operating-year-month,planned-derate-summer-cap-mw,planned-derate-year-month,planned-retirement-year-month,planned-uprate-summer-cap-mw,planned-uprate-year-month,nameplate-capacity-mw-units,net-summer-capacity-mw-units,net-winter-capacity-mw-units,planned-derate-summer-cap-mw-units,planned-uprate-summer-cap-mw-units
340,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN4,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,0.8,0.8,0.8,2009-12,,,,,,MW,MW,MW,MW,MW
341,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN5,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,0.8,0.8,0.8,2009-12,,,,,,MW,MW,MW,MW,MW
342,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN6,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,0.8,0.8,0.8,2009-12,,,,,,MW,MW,MW,MW,MW
343,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN7,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,0.8,0.8,0.8,2009-12,,,,,,MW,MW,MW,MW,MW
344,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN8,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,0.8,0.8,0.8,2009-12,,,,,,MW,MW,MW,MW,MW
345,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57015,Waste Management Columbia Ridge LFGTE,GEN9,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.5739,-120.2969,1.6,1.6,1.6,2014-08,,,,,,MW,MW,MW,MW,MW
346,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,63812,"Tillamook BioGas, LLC Digester",58591,POTB Digester,GEN1,,Other Waste Biomass,OBG,Other Biomass Gases ,IC,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Tillamook,45.414444,-123.804167,1.0,1.0,1.0,2013-11,,,,,,MW,MW,MW,MW,MW
347,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,15795,William G. Reed Jr,50700,Lilliwaup Falls Generating,4738,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Mason,47.4706,-123.1153,0.2,0.2,0.2,1986-05,,,,,,MW,MW,MW,MW,MW
348,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,15795,William G. Reed Jr,50700,Lilliwaup Falls Generating,4735,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Mason,47.4706,-123.1153,0.2,0.2,0.2,1986-05,,,,,,MW,MW,MW,MW,MW
349,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,15795,William G. Reed Jr,50700,Lilliwaup Falls Generating,4736,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Mason,47.4706,-123.1153,0.2,0.2,0.2,1986-05,,,,,,MW,MW,MW,MW,MW
350,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,15795,William G. Reed Jr,50700,Lilliwaup Falls Generating,4737,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Mason,47.4706,-123.1153,0.2,0.2,0.2,1986-05,,,,,,MW,MW,MW,MW,MW
351,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,15795,William G. Reed Jr,50700,Lilliwaup Falls Generating,4739,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Mason,47.4706,-123.1153,0.2,0.2,0.2,1986-05,,,,,,MW,MW,MW,MW,MW
352,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,15795,William G. Reed Jr,50700,Lilliwaup Falls Generating,4740,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Mason,47.4706,-123.1153,0.2,0.2,0.2,1986-05,,,,,,MW,MW,MW,MW,MW
353,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,15795,William G. Reed Jr,50700,Lilliwaup Falls Generating,4741,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Mason,47.4706,-123.1153,0.2,0.2,0.2,1986-05,,,,,,MW,MW,MW,MW,MW
354,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,62668,"Wheatridge Wind Holdings, LLC",62745,Wheatridge Hybrid,BTRY,,Batteries,MWH,Electricity used for energy storage,BA,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.55975,-119.6338,30.0,30.0,30.0,2022-03,,,,,,MW,MW,MW,MW,MW
355,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,62668,"Wheatridge Wind Holdings, LLC",62745,Wheatridge Hybrid,SOLAR,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.55975,-119.6338,50.0,50.0,50.0,2022-03,,,,,,MW,MW,MW,MW,MW
356,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,62668,"Wheatridge Wind Holdings, LLC",62745,Wheatridge Hybrid,WIND,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Morrow,45.55975,-119.6338,200.0,200.0,200.0,2020-11,,,,,,MW,MW,MW,MW,MW
357,2022-11,OR,Oregon,commercial-chp,Commercial CHP,24008,University of Oregon,54950,Univ of Oregon Central Power Station,CTG1,CCS1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,BPAT,Bonneville Power Administration,SB,Standby/Backup: available for service but not normally used,Lane,44.048333,-123.073889,7.5,7.5,7.5,2012-12,,,,,,MW,MW,MW,MW,MW
358,2022-11,OR,Oregon,commercial-chp,Commercial CHP,24008,University of Oregon,54950,Univ of Oregon Central Power Station,DG1,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,BPAT,Bonneville Power Administration,SB,Standby/Backup: available for service but not normally used,Lane,44.048333,-123.073889,2.2,2.2,2.2,2009-09,,,,,,MW,MW,MW,MW,MW
359,2022-11,OR,Oregon,commercial-chp,Commercial CHP,24008,University of Oregon,54950,Univ of Oregon Central Power Station,DG2,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,BPAT,Bonneville Power Administration,SB,Standby/Backup: available for service but not normally used,Lane,44.048333,-123.073889,2.2,2.2,2.2,2009-09,,,,,,MW,MW,MW,MW,MW
360,2022-11,OR,Oregon,commercial-chp,Commercial CHP,24008,University of Oregon,54950,Univ of Oregon Central Power Station,DG3,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,BPAT,Bonneville Power Administration,SB,Standby/Backup: available for service but not normally used,Lane,44.048333,-123.073889,2.2,2.2,2.2,2009-09,,,,,,MW,MW,MW,MW,MW
361,2022-11,OR,Oregon,commercial-chp,Commercial CHP,24008,University of Oregon,54950,Univ of Oregon Central Power Station,STG1,CCS1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,BPAT,Bonneville Power Administration,SB,Standby/Backup: available for service but not normally used,Lane,44.048333,-123.073889,3.5,1.5,3.0,2012-12,,,,,,MW,MW,MW,MW,MW
362,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,64876,NES Euryalus,63778,"Suntex Solar, LLC",3,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Harney,43.56149,-119.68621,10.0,10.0,10.0,2020-07,,,,,,MW,MW,MW,MW,MW
363,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,64876,NES Euryalus,63779,"Rock Garden Solar, LLC",4,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Lake,43.39691,-120.93038,10.0,10.0,10.0,2020-06,,,,,,MW,MW,MW,MW,MW
364,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,64876,NES Euryalus,63795,"Alkali Solar, LLC",2,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Lake,43.31942,-121.0035,10.0,10.0,10.0,2020-06,,,,,,MW,MW,MW,MW,MW
365,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,64876,NES Euryalus,63796,"West Hines Solar I, LLC",1,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Harney,43.50259,-119.14713,10.0,10.0,10.0,2020-06,,,,,,MW,MW,MW,MW,MW
366,2022-11,OR,Oregon,industrial-chp,Industrial CHP,57492,Georgia-Pacific Toledo LLC,58109,Georgia-Pacific Toledo Mill,TG1,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Lincoln,44.611944,-123.931944,18.5,18.4,18.4,2007-02,,,,,,MW,MW,MW,MW,MW
367,2022-11,OR,Oregon,industrial-chp,Industrial CHP,57492,Georgia-Pacific Toledo LLC,58109,Georgia-Pacific Toledo Mill,TG2,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,44.611944,-123.931944,18.8,13.4,13.4,2007-02,,,,,,MW,MW,MW,MW,MW
368,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,58083,"Outback Solar, LLC",58131,Outback Solar At Christmas Valley,PV1,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Lake,43.236944,-120.49,4.4,4.4,4.4,2012-10,,,,,,MW,MW,MW,MW,MW
369,2022-11,WA,Washington,electric-utility,Electric Utility,15500,Puget Sound Energy Inc,56255,Hopkins Ridge Wind,1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Columbia,46.4211,-117.8331,149.4,149.4,149.4,2005-11,,,,,,MW,MW,MW,MW,MW
370,2022-11,WA,Washington,electric-utility,Electric Utility,15500,Puget Sound Energy Inc,56255,Hopkins Ridge Wind,2,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Columbia,46.4211,-117.8331,7.2,7.2,7.2,2008-08,,,,,,MW,MW,MW,MW,MW
371,2022-11,WA,Washington,electric-utility,Electric Utility,15500,Puget Sound Energy Inc,57195,Lower Snake River Wind Energy Project,LSR 1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Garfield,46.524167,-117.821666,342.7,342.7,342.7,2012-02,,,,,,MW,MW,MW,MW,MW
372,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,63592,Riley Solar I LLC,63925,Riley,RILEY,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Harney,43.5559,-119.6852,10.0,10.0,10.0,2020-07,,,,,,MW,MW,MW,MW,MW
373,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,63593,Fort Rock Solar IV LLC,63926,Fort Rock IV,FRIV,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Lake,43.38988,-120.956087,10.0,10.0,10.0,2020-06,,,,,,MW,MW,MW,MW,MW
374,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,22614,Rocky Brook Electric Inc,50228,Rocky Brook Hydroelectric,GEN1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,SB,Standby/Backup: available for service but not normally used,Jefferson,47.7197,-122.9431,1.6,0.1,1.2,1985-12,,,,,,MW,MW,MW,MW,MW
375,2022-11,WA,Washington,industrial-chp,Industrial CHP,11169,Longview Fibre Co,54562,Longview Fibre,6,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OP,Operating,Cowlitz,46.103887,-122.918429,20.0,22.0,22.0,1958-01,,,,,,MW,MW,MW,MW,MW
376,2022-11,WA,Washington,industrial-chp,Industrial CHP,11169,Longview Fibre Co,54562,Longview Fibre,7,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OP,Operating,Cowlitz,46.103887,-122.918429,25.0,25.0,25.0,1966-04,,,,,,MW,MW,MW,MW,MW
377,2022-11,WA,Washington,electric-utility,Electric Utility,10944,PUD No 1 of Lewis County,7427,Cowlitz Falls,U#2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lewis,46.4661,-122.1097,35.0,35.0,35.0,1994-06,,,,,,MW,MW,MW,MW,MW
378,2022-11,WA,Washington,electric-utility,Electric Utility,11208,Los Angeles Department of Water & Power,57635,Linden Wind Energy Project,LW1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Klickitat,45.744171,-120.783568,50.0,50.0,50.0,2010-06,,,,,,MW,MW,MW,MW,MW
379,2022-11,WA,Washington,industrial-chp,Industrial CHP,57344,Hampton Lumber Mills - Washington Inc,57969,Darrington,GEN1,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,BPAT,Bonneville Power Administration,OP,Operating,Snohomish,48.269737,-121.599979,4.5,4.5,4.5,2007-02,,,,,,MW,MW,MW,MW,MW
380,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,56483,Eurus Combine Hills II LLC,57137,Eurus Combine Hills Turbine Ranch 2,1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Umatilla,45.943,-118.591,66.1,66.1,66.1,2010-01,,,,,,MW,MW,MW,MW,MW
381,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,56499,Harvest Wind Project TIC,57152,Harvest Wind Project,HWP1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Klickitat,45.8131,-120.3475,98.9,98.9,98.9,2009-12,,,,,,MW,MW,MW,MW,MW
382,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,56514,Windy Flats Partners LLC,57159,Windy Flats Wind Project,GEN1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Klickitat,45.7269,-120.8339,262.2,262.2,262.2,2009-10,,,,,,MW,MW,MW,MW,MW
383,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57019,Riverbend Landfill,GEN1,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Yamhill,45.1672,-123.2511,0.8,0.8,0.8,2010-06,,,,,,MW,MW,MW,MW,MW
384,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57019,Riverbend Landfill,GEN2,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Yamhill,45.1672,-123.2511,0.8,0.8,0.8,2010-06,,,,,,MW,MW,MW,MW,MW
385,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57019,Riverbend Landfill,GEN3,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Yamhill,45.1672,-123.2511,0.8,0.8,0.8,2010-06,,,,,,MW,MW,MW,MW,MW
386,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57019,Riverbend Landfill,GEN4,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Yamhill,45.1672,-123.2511,0.8,0.8,0.8,2010-06,,,,,,MW,MW,MW,MW,MW
387,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57019,Riverbend Landfill,GEN5,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Yamhill,45.1672,-123.2511,0.8,0.8,0.8,2010-06,,,,,,MW,MW,MW,MW,MW
388,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,57019,Riverbend Landfill,GEN6,,Landfill Gas,LFG,Landfill Gas,IC,BPAT,Bonneville Power Administration,OP,Operating,Yamhill,45.1672,-123.2511,0.8,0.8,0.8,2010-06,,,,,,MW,MW,MW,MW,MW
389,2022-11,WA,Washington,industrial-chp,Industrial CHP,60561,Nippon Dynawave Packaging Co.,50187,Nippon Dynawave Packaging Longview WA,TG1,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OP,Operating,Cowlitz,46.1236,-122.9728,8.0,7.4,7.5,1948-01,,,,,,MW,MW,MW,MW,MW
390,2022-11,WA,Washington,industrial-chp,Industrial CHP,60561,Nippon Dynawave Packaging Co.,50187,Nippon Dynawave Packaging Longview WA,TG2,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OP,Operating,Cowlitz,46.1236,-122.9728,5.0,4.7,4.7,1948-01,,,,,,MW,MW,MW,MW,MW
391,2022-11,WA,Washington,industrial-chp,Industrial CHP,60561,Nippon Dynawave Packaging Co.,50187,Nippon Dynawave Packaging Longview WA,TG4,,Wood/Wood Waste Biomass,BLQ,Black Liquor,ST,BPAT,Bonneville Power Administration,OP,Operating,Cowlitz,46.1236,-122.9728,18.0,16.7,16.9,1954-01,,,,,,MW,MW,MW,MW,MW
392,2022-11,WA,Washington,industrial-chp,Industrial CHP,60561,Nippon Dynawave Packaging Co.,50187,Nippon Dynawave Packaging Longview WA,TG5,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,BPAT,Bonneville Power Administration,OP,Operating,Cowlitz,46.1236,-122.9728,31.4,29.2,29.5,1976-01,,,,,,MW,MW,MW,MW,MW
